id,trends
Dec 05 01:06,"[""#2añosDeConvoy"",""#AlwaysStandwithKAI"",""#AskCamila"",""#BeBest"",""#BushraMuhajjab"",""#CEAxSCCP"",""#EmreyeNasılKıydınız"",""#GSvTZL"",""#ImpeachingHearings"",""#JoiceTraidora"",""#LIVEVE"",""#MDLBeast"",""#MUNTOT"",""#PSGFCN"",""#QueDevuelvanSusBancas"",""#TheApprentice"",""#UnidadLuchaBatallaYVictoria"",""#VerifyAvalanche"",""#WelcomeToArgentinaShawn"",""#kamisambyar"",""#lastesissenior"",""#los40laradiodelosexitos"",""#السعوديه_تجنس_المبدعين"",""#القبايل"",""#حامد_القارحي"",""#هالايام_اش_تنصح_الناس"",""#ムカつく電車の行き先選手権"",""Barron"",""Cavani"",""Chelsea Clinton"",""Dele Alli"",""Everton"",""George Zimmerman"",""Gustagol"",""Igor Gomes"",""Janderson"",""Marco Silva"",""Matt Gaetz"",""Mets"",""Miss Americana"",""O Ceará"",""Origi"",""Pichetto"",""Rashford"",""SABRINA FAZENDEIRA SIM"",""Tim Ryan"",""Turley"",""Wheeler"",""Wilpons"",""二次創作禁止""]"
Dec 10 05:45,"[""#10Aralık2016"",""#BPPTInnovationDay"",""#BelowDeck"",""#ChauPelotudo"",""#CrisisOfInfiniteEarths"",""#DestroyKhilafahHTI"",""#EliminaçãoAFazenda"",""#EnDiciembreOdio"",""#FairnessForWonho"",""#HumanRightsDay"",""#IWouldMoveAgainFor"",""#JENNIExGentleMonster"",""#JTBC_사과해"",""#JYPE_Protect_GOT7"",""#KathNielFANmilyAsOne"",""#Kukapalooza"",""#LHHReunion"",""#NYGvsPHI"",""#OkadarGeliştikKi"",""#STRAYKIDS_ASC"",""#SelasaSambat"",""#TuesdayMotivation"",""#Volvimos"",""#mondaynightfootball"",""#oclonenoviva"",""#salı"",""#sydneysmoke"",""#tama954"",""#بيجامه_العنود_بمليون_ريال"",""#किसीकेबापकाभारतथोड़ीहै"",""#ハッピーなオタク"",""#限界大学生お嬢様"",""#영7_연말이벤트_수면인증"",""ACOG"",""Alshon"",""Booger"",""Boston Scott"",""D Rose"",""Darby"",""Eagles"",""Eli Manning"",""Ertz"",""Esra Saraçoğlu"",""FACH"",""Giants"",""Greg Ward"",""Nick Cannon"",""Sidney Jones"",""slayton"",""カスハラ""]"
Dec 08 01:21,"[""#7DEstoRecienEmpieza"",""#ACCFCG"",""#AmericaDeCali"",""#AnittaMadeInHonorio"",""#BTS_Hitmakers"",""#ChauMacriNoVolvesMas"",""#FAVWIN"",""#ImSoHappyIGrewUp"",""#LAFINALxWIN"",""#LazioJuve"",""#Monicole"",""#MonstaXatJingleBash"",""#MostRequestedLive"",""#MyRetirementPlansInclude"",""#PasDésoléPourCeSoir"",""#RuizJoshua2"",""#SECChampionship"",""#SobredosisDeTV"",""#SpongeBobMusicalLive"",""#StevenUniverseFuture"",""#UFCDC"",""#precure"",""#prichan"",""#velitas"",""#محمد_بن_سلمان_في_الدرعيه"",""#من_زمان_ودي_اقول"",""#まいジャニ"",""#ゲゲゲの鬼太郎"",""#リュウソウジャー"",""#ワイドナショー"",""#人生で最も縁の無い二文字"",""#仮面ライダーゼロワン"",""#衝撃を受けたBUMPの歌詞"",""BRING ANNE HOME"",""Coach O"",""Discord"",""Fromm"",""Fury"",""GRACIAS JOACO"",""Gary Danielson"",""Heisman"",""Joe Burrow"",""Kirby Smart"",""Manchester is Red"",""Rayadas"",""Stingley"",""Suarez"",""ヒューマギア"",""滅亡迅雷"",""設営完了""]"
Dec 07 03:03,"[""#50DiasDeViolencia"",""#Artof2019"",""#BBCLeadersDebate"",""#BTSxJingleBall"",""#BlueBloods"",""#BoozyDisney"",""#DepressionFeelsLike"",""#EliminaciónColosal"",""#Falabella"",""#GaziniGanado5"",""#ItsOkayIZONE"",""#JesusEstáVoltando"",""#KH3ReMind"",""#KIISBTSEntry"",""#KinKiKidsのブンブブーン"",""#KopiAsliSusuAsli"",""#Pac12FCG"",""#ProudOfLiam"",""#ProvaAFazenda"",""#SDLive"",""#SabtuRebahan"",""#SmackDownOnFox"",""#TheExperience14"",""#UnnaoTruth"",""#WeWantStargate"",""#aikatsu"",""#freecodefridaycontest"",""#liampayneisoverparty"",""#toiletgate"",""#voleyendeportv"",""#wewillfightforanne"",""#اي_صوت_تحب_تسمع"",""#حفرالباطن_الان"",""#مجرم_فلوريدا_لايمثلنا"",""#مصيرك_بتفهم"",""#ウルトラマンタイガ"",""#ツイッターと現実で見た印象"",""#好きなゲーム10個あげると人柄がバレる"",""#衝撃を受けた特撮・アニソンの歌詞"",""F1 Favorito"",""Huntley"",""Jaylen Brown"",""Justin Herbert"",""Kairi"",""Kevin Love"",""Knicks"",""Lollo"",""Take Me Higher"",""Utes"",""Yao Cabrera""]"
Dec 09 14:30,"[""#2020Budget"",""#9Dic"",""#BanKpopAccounts"",""#CitizenshipAmendmentBill2019"",""#Em2020EuQuero"",""#FelizLunes"",""#GhanaVsNaija"",""#GhostbustersAfterlife"",""#GoldenGlobes"",""#HappyDanielDay"",""#IDOLYPRIDE"",""#ImpeachingHearing"",""#MondayMotivation"",""#NCTzenSelcaDay"",""#OffGunFunNightSS2EP10"",""#SonicIsOverParty"",""#SonkoInCourt"",""#StrayKids_Levanter"",""#THE_W"",""#atmospink"",""#intihar"",""#reco1134"",""#redacaosportv"",""#العثيم_دجاج_دو"",""#لبنان_يغرق"",""#منصور_الرقيبه_يمثلني"",""#ميزانيه2020"",""#くと打ってクリスマスって出たらリア充"",""#そんな欅坂46が大好きです"",""#たいむとんねる"",""#シャニマス生配信"",""#シャーロック"",""#ヒプラジ"",""#フォロワー誕生花教えて"",""#復興に向けて手を繋ごう"",""#死んで欲しくなかったキャラ晒す"",""#與那城奨の歌声を世界へ"",""#道明寺ここあ"",""#보고사오_나비효과로1위"",""#자신이_병적으로_싫어하는_음식5개"",""Bioshock"",""Ivy Park"",""Paul Volcker"",""Silvio Santos"",""Todd Phillips"",""WADA"",""İnsani Gelişme Endeksi"",""これらの情報"",""つぶやき数"",""シザーハンズ""]"
Dec 07 07:43,"[""#ArmedForcesFlagDay"",""#BTSxJingleBall"",""#BawalJudgmental"",""#CLUBTWITTER"",""#DepressionFeelsLike"",""#GetWellSoonJooheon"",""#GoDucks"",""#HTIAduDombaUmat"",""#JZN"",""#JokowiErickBersihkanBUMN"",""#Jリーグ"",""#LivePD"",""#MissUniverse2019"",""#Obsession2ndWin"",""#Pac12FCG"",""#ProvaAFazenda"",""#RightBesideWonho"",""#SabtuRebahan"",""#SaturdayMotivation"",""#SemangatTiadaAkhir"",""#VerifyDNP3"",""#WeWantStargate"",""#WelcomeVICTONtoThailand"",""#consadole"",""#cumartesi"",""#fctokyo"",""#fmarinos"",""#jleague"",""#katyperryisoverparty"",""#racunbelanja"",""#spulse"",""#unnaokibeti"",""#urawareds"",""#xiugiveaway"",""#ساره_دندراوي"",""#यूपीमेंजंगलराज"",""#サガン鳥栖"",""#ツイッターと現実で見た印象"",""#好きなゲーム10個あげると人柄がバレる"",""#衝撃を受けた特撮・アニソンの歌詞"",""Chris Paul"",""FC東京"",""Oregon"",""Rodney Hood"",""あと6点"",""エスパルス"",""シャーレ"",""ドウグラス"",""ビジャ"",""マリノス""]"
Dec 11 20:47,"[""#400MShiningSolo"",""#AMDSweepstakesEntry"",""#B04Juve"",""#BAYTOT"",""#BlacksForYang"",""#CAB2019"",""#ChadwickCulpable"",""#DearCashApp"",""#DoğanKabakBmwCeosuOlsun"",""#FCBTOT"",""#FighterSid"",""#GE2109"",""#GiftOfSox"",""#GretaThunberg"",""#HBDThalaivarSuperstarRAJINI"",""#InTheHeightsMovie"",""#JKLIVE"",""#KenetlenTRABZONSPORLU"",""#MisquoteAMovieWithAFridge"",""#OlympiaAwards"",""#PICunderattack"",""#PSGGS"",""#SenateHearing"",""#StandFirmForMX7"",""#TIMEPersonoftheYear2019"",""#VatanDemek"",""#VibratörüNedenÖpmüş"",""#VoteLabourOnThursday"",""#youtubeisoverparty"",""#ÇokYakışıklısınOğuzhanUğur"",""#السد_هينجين_سبورت"",""#القمر"",""#فواز_العازمي"",""#قصيده_العصيمي_لامير_القصيم"",""#وعد_العساف"",""#يوميات_ثوره"",""82 Paris"",""Atalanta"",""Clayson"",""Coman"",""David Bellamy"",""ErayınBabasına İhtiyacıVar"",""Foden"",""Gabriel Jesus"",""Gasperini"",""Odair"",""RER D"",""Ryan Sessegnon"",""Sarabia"",""Trippier""]"
Dec 07 19:36,"[""#370MilyonNerede"",""#Amakhosi4Life"",""#Anymal"",""#BOULIV"",""#Big12Championship"",""#ChefsArena1"",""#DeğerlerimizKorumaAltında"",""#EVECHE"",""#FreeGuy"",""#KurandaDeprem"",""#KykBorclarıSilinsin"",""#LevanteValencia"",""#MCIMUN"",""#MHSCPSG"",""#ManchesterDerby"",""#NBASaturdays"",""#NintendoGH"",""#PREMIERxESPN"",""#RespectWheein"",""#RuizJoshua2"",""#Tosca"",""#UdineseNapoli"",""#WW84"",""#tekelbayiler"",""#trickfandomsfcs"",""#الهلال_والجبلين"",""#امطار_الرياض"",""#اوسخ_المشاهير_اريج_والبارقي"",""#ديربي_مانشستر"",""#سنابات_فيصل_المداريه"",""#كبر_المخده_مع_ابو_صالح"",""#مبروك_يانوره_الماجستير"",""#محمد_بن_حوقان"",""#ياشينها_لا_صار"",""#イントロが好きな曲"",""#밤이니까_솔직하게_말해보자"",""Baylor"",""Brother Nature"",""CeeDee Lamb"",""Daniel James"",""David Silva"",""De Gea"",""Etihad"",""Glory Glory Man United"",""Muslera"",""Otamendi"",""Spurs and City"",""Wan Bissaka"",""Whyte"",""İşkenceyi Desteklediler""]"
Dec 09 17:35,"[""#12DaysOfTribeDay9"",""#9Dic"",""#Anneler100GündürNöbette"",""#BanKpopAccounts"",""#BolaDePrataESPN"",""#CABBill"",""#FelizLunes"",""#GhanaVsNaija"",""#GoldenGlobes"",""#HappyDanielDay"",""#HourOfCode"",""#ImpeachingHearing"",""#KeepMonstaXAs7"",""#MondayMotivaton"",""#NCTzenSelcaDay"",""#SamsunTaflandaFeciKaza"",""#SeVanLosChetosChorros"",""#StarWarsandKohls"",""#THE_W"",""#TaylorWins10s"",""#Teknofest20Gaziantep"",""#TharnTypeEP10"",""#TümSözleşmeliKadroluOlsun"",""#VoteConservatives"",""#Vtuberチップス"",""#dahaneler"",""#prayforpintoawards"",""#sendepaylaşDMDduyulsun"",""#taksitekelibitmeli"",""#ÜniversiteliİşçilerHaklı"",""#تمديد_بدل_غلاء_المعيشه"",""#كلنا_سلمان_كلنا_محمد"",""#ممالك_النار"",""#مواطن_يدافع_عن_الوطن_بالالماني"",""#ميزانيه2020"",""#ส่องคนหล่อในปาร์ตี้งานแต่ง"",""#くと打ってクリスマスって出たらリア充"",""#死んで欲しくなかったキャラ晒す"",""#菅田将暉ANN"",""#限界オタクお嬢様"",""#자신이_병적으로_싫어하는_음식5개"",""#첫눈같은_강다니엘_너의_색으로_물들다"",""Bioshock"",""Doktor Ela"",""Ghostbusters"",""Lizzo"",""NEDENHakimiyet Allahın Olmalı"",""Santiago Bal"",""Silvio Santos"",""Stage 6""]"
Dec 05 08:44,"[""#5816SayılıKanunKaldırılsın"",""#5AralıkDünyaKadınHaklarıGünü"",""#5dicembre"",""#ConfusedPresident"",""#EnTiemposDeSpotify"",""#GiveawayRakPiring"",""#GreveGenerale"",""#HappyBirthdayRavishKumar"",""#HukumBeratJafarShodiq"",""#IAmWithSidShukla"",""#OnionPrices"",""#RIPNeyiZimu"",""#RetrospectivaSpotify"",""#SayItLikeNirmalaTai"",""#SiblingsAreSpecial"",""#ThursdayMotivation"",""#Unnao"",""#WonhoBelongsOnStage"",""#WorldSoilDay"",""#YesToABSCBNShutdown"",""#cerenoezdemiricinadalet"",""#kamisambyar"",""#karenespindola"",""#perşembe"",""#raplikefaith"",""#seks"",""#spotifywrapped"",""#الخميس_الونيس"",""#السعوديه_للحلويين"",""#شخبار_الضغط6"",""#شخصيه_ما_تقدر_تجلسه_معها"",""#مسابقه_ريري"",""#あなたはHか判定する"",""#はぁ俺"",""#好きな漫画10個あげると人柄がバレる"",""#錦戸亮に願いを"",""#다니엘_너라서_고마워"",""AlparslanHocanın Mahkemesi"",""Artist of the Decade"",""Chainer"",""Moni"",""enuygunfiyatda ttverilir"",""iPhone版クリスタ"",""ガイナックス"",""ミルメーク"",""京セラ追加"",""春松竹"",""無期懲役"",""私のNo.1"",""모니야""]"
Dec 10 11:11,"[""#10Aralık2016"",""#10dicembre"",""#AabutinNatinAngMgaTalaPHMVT"",""#AnneEvladınaKavuştu"",""#ChauPelotudo"",""#ChhapaakTrailer"",""#CountryAgainstBJP"",""#DiaDeLosDerechosHumanos"",""#FNS東方神起楽しみ"",""#FelizMartes"",""#FirstSnowWithBOMxDARA"",""#FreeCaminoTV"",""#GhanavrsNaija"",""#HumanRightsDay"",""#JYPE_Protect_GOT7"",""#KathNielFANmilyAsOne"",""#Map_The_First_Treasure"",""#MayWardFlyingTog3ther"",""#MrPresidentSaveSonko"",""#SeaGamesVolleyball"",""#TuesdayThoughts"",""#daihyo"",""#insanhaklarıgünü"",""#mugeanli"",""#ripnickcannon"",""#اقوي_فرحه_فرحتها"",""#الدمام_الان"",""#القمه_الخليجيه_40"",""#المراه_المصريه_تتميز"",""#تقدر_تترك_تشجيع_فريقك"",""#قرعه_دوري_ابطال_اسيا"",""#भारतमेरेबापकाहै"",""#あなたが推してる2人を当てる"",""#ガレリアで遊びたいゲーム"",""#サッカー日本代表"",""#サラメシ"",""#ヤマトイオリ"",""#平成ライダーオタクお嬢様"",""Esra Saraçoğlu"",""Randu"",""Rivan"",""アニメ絵"",""アーモンドアイ"",""ファーさん"",""リゼロ2期"",""反社会的勢力"",""鈴木武蔵"",""미세먼지"",""이터널"",""크로니클""]"
Dec 09 04:15,"[""#90DayFiance"",""#BPJSJemputBola"",""#CrisisOnInfiniteEarths"",""#LaAcademiaSiempre"",""#LaCopaEterna"",""#MissColombia"",""#MissUniverse2019"",""#RHOA"",""#SOMOSAMER1C4"",""#WatchmenHBO"",""#discipulosnuevasreglas"",""#h3h3isoverparty"",""#つぶやきから年齢性別を予想"",""#限界同人お嬢様"",""Gaich"",""Goff"",""Iudica"",""Madison"",""Patriots"",""Pats"",""Quandre Diggs"",""Rams"",""San Lorenzo"",""Silvio Santos"",""Sudáfrica"",""Tailandia"",""Torrico"",""Tyler Herro"",""top 20""]"
Dec 05 02:16,"[""#AEWDynamite"",""#BeBest"",""#BetornilloEnConvoy"",""#BlackInkCHI"",""#BushraMuhajjab"",""#DemiIsComing"",""#ElParoFracasó"",""#EmreyeNasılKıydınız"",""#EnTiemposDeSpotify"",""#FLUxFOR"",""#FakeOutrage"",""#FinalCantaComigo"",""#ImpeachmentHearing"",""#JoiceTraidora"",""#LIVEVE"",""#MDLBeast"",""#MUNTOT"",""#RetrospectivaSpotify"",""#Riverdale"",""#RockefellerCenter"",""#SAOxINT"",""#SpotifyWrapped"",""#Survivor"",""#TheMaskedSinger"",""#UnidadLuchaBatallaYVictoria"",""#VerifyAvalanche"",""#kamisambyar"",""#lastesissenior"",""#السعوديه_تجنس_المبدعين"",""#القبايل"",""#حامد_القارحي"",""#ムカつく電車の行き先選手権"",""Antony"",""Barron"",""Chelsea Clinton"",""George Zimmerman"",""Igor Gomes"",""Karlan"",""Matt Gaetz"",""Michelle Williams"",""Nonato"",""O Ceará"",""Parede"",""Pearl Harbor"",""Rashford"",""SABRINA FAZENDEIRA SIM"",""Star Fox 2"",""Uendel"",""Vitor Bueno"",""連帯責任""]"
